	source	target	weight
914	Budesonide (DB01222)	Progesterone (DB00396)	1
915	Budesonide (DB01222)	Spironolactone (DB00421)	1
916	Budesonide (DB01222)	Methylprednisolone (DB00959)	2
917	Budesonide (DB01222)	Mometasone furoate (DB14512)	1
918	Fosinopril (DB00492)	Enalapril (DB00584)	1
919	Fosinopril (DB00492)	Trandolapril (DB00519)	1
920	Icosapent (DB00159)	Naproxen (DB00788)	2
921	Icosapent (DB00159)	Thalidomide (DB01041)	1
922	Tamoxifen (DB00675)	Vitamin E (DB00163)	3
923	Tamoxifen (DB00675)	Progesterone (DB00396)	4
924	Tamoxifen (DB00675)	Spironolactone (DB00421)	3
925	Naltrexone (DB00704)	Oxycodone (DB00497)	3
926	Naltrexone (DB00704)	Progesterone (DB00396)	1
927	Naltrexone (DB00704)	Morphine (DB00295)	3
928	Mometasone furoate (DB14512)	Progesterone (DB00396)	2
929	Mometasone furoate (DB14512)	Spironolactone (DB00421)	2
930	Mometasone furoate (DB14512)	Methylprednisolone (DB00959)	1
931	Tranexamic acid (DB00302)	Aprotinin (DB06692)	1
932	Vitamin E (DB00163)	Spironolactone (DB00421)	1
933	Enalapril (DB00584)	Trandolapril (DB00519)	1
934	Nafamostat (DB12598)	Aprotinin (DB06692)	2
935	Spironolactone (DB00421)	Dutasteride (DB01126)	2
936	Spironolactone (DB00421)	Diltiazem (DB00343)	2
937	Spironolactone (DB00421)	Methylprednisolone (DB00959)	1
938	Spironolactone (DB00421)	Progesterone (DB00396)	6
939	Ceftriaxone (DB01212)	Piperacillin (DB00319)	1
940	Methylprednisolone (DB00959)	Progesterone (DB00396)	1
941	PF-07304814 (DB16514)	PF-07321332 (DB16691)	1
942	PF-07304814 (DB16514)	Remdesivir (DB14761)	1
943	PF-07304814 (DB16514)	Nirmatrelvir (DB16691)	1
944	Progesterone (DB00396)	Oxycodone (DB00497)	1
945	Progesterone (DB00396)	Thalidomide (DB01041)	1
946	Progesterone (DB00396)	Morphine (DB00295)	1
947	Thalidomide (DB01041)	Naproxen (DB00788)	1
948	PF-07321332 (DB16691)	Remdesivir (DB14761)	1
949	PF-07321332 (DB16691)	Nirmatrelvir (DB16691)	1
950	Oxycodone (DB00497)	Morphine (DB00295)	3
951	Remdesivir (DB14761)	Nirmatrelvir (DB16691)	1
