	source	target	weight
10649	40S ribosomal protein S6	Plasmepsin-2	1
10650	40S ribosomal protein S6	Fructose-bisphosphate aldolase A	1
10651	40S ribosomal protein S6	40S ribosomal protein S3	1
10652	40S ribosomal protein S6	Enolase	1
10653	40S ribosomal protein S6	Aspartate carbamoyltransferase	1
10654	40S ribosomal protein S6	60S ribosomal protein L30e, putative	1
10655	40S ribosomal protein S6	Adenosylhomocysteinase	1
10656	40S ribosomal protein S6	Cytochrome c	1
10657	40S ribosomal protein S6	Acyl-CoA synthetase	1
10658	40S ribosomal protein S6	Importin-7, putative	1
10659	40S ribosomal protein S6	Serine hydroxymethyltransferase, mitochondrial	1
10660	40S ribosomal protein S6	40S ribosomal protein S21	1
10661	40S ribosomal protein S6	Dipeptidyl aminopeptidase 1	1
10662	40S ribosomal protein S6	Heat shock protein 90	1
10663	40S ribosomal protein S6	60S ribosomal protein L27	1
10664	40S ribosomal protein S6	Skeleton-binding protein 1	1
10665	40S ribosomal protein S6	Carbamoyl phosphate synthetase	1
10666	40S ribosomal protein S6	Insulinase, putative	1
10667	40S ribosomal protein S6	Phosphoribosylpyrophosphate synthetase	1
10668	40S ribosomal protein S6	Ornithine aminotransferase	1
10669	40S ribosomal protein S6	Sec62, putative	1
10670	40S ribosomal protein S6	Glutamine synthetase, putative	1
10671	40S ribosomal protein S6	Small nuclear ribonucleoprotein Sm D2	1
10672	40S ribosomal protein S6	Autophagy-related protein 18, putative	1
10673	40S ribosomal protein S6	Signal recognition particle 14 kDa protein	1
10674	40S ribosomal protein S6	Chaperone, putative	1
10675	40S ribosomal protein S6	Inner membrane complex sub-compartment protein 3	1
10676	40S ribosomal protein S6	Mature parasite-infected erythrocyte surface antigen	1
10677	40S ribosomal protein S6	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
10678	40S ribosomal protein S6	Endoplasmin homolog, putative	1
10679	40S ribosomal protein S6	60S ribosomal protein L3	1
10680	40S ribosomal protein S6	Vimentin	1
10681	40S ribosomal protein S6	Serine/arginine-rich splicing factor 4	1
10682	40S ribosomal protein S6	Nucleoside transporter 2	1
10683	40S ribosomal protein S6	Threonine--tRNA ligase	1
10684	40S ribosomal protein S6	Splicing factor 1	1
10685	40S ribosomal protein S6	High molecular weight rhoptry protein 2	1
10686	40S ribosomal protein S6	Casein kinase 2, alpha subunit	1
10687	40S ribosomal protein S6	V-type proton ATPase catalytic subunit A	1
10688	40S ribosomal protein S6	Plasmepsin IV	1
10689	40S ribosomal protein S6	60S ribosomal protein L17, putative	1
10690	40S ribosomal protein S6	Transgelin-2	1
10691	40S ribosomal protein S6	Calcium-transporting ATPase	1
10692	40S ribosomal protein S6	Spermidine synthase	1
10693	40S ribosomal protein S6	Eukaryotic translation initiation factor 3 subunit C	1
10694	40S ribosomal protein S6	Purine nucleotide phosphorylase, putative	1
10695	40S ribosomal protein S6	Cell division cycle protein 48 homologue,putative	1
10696	40S ribosomal protein S6	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	1
10697	40S ribosomal protein S6	Methionine--tRNA ligase	1
10698	40S ribosomal protein S6	Phosphoethanolamine N-methyltransferase	1
10699	40S ribosomal protein S6	60S ribosomal protein L24, putative	1
10700	40S ribosomal protein S6	L-lactate dehydrogenase	1
10701	40S ribosomal protein S6	Hexokinase	1
10702	40S ribosomal protein S6	cAMP-dependent protein kinase regulatory subunit	1
10703	40S ribosomal protein S6	40S ribosomal protein S5, putative	1
10704	40S ribosomal protein S6	Importin subunit alpha	1
10705	40S ribosomal protein S6	40S ribosomal protein S8	1
10706	40S ribosomal protein S6	Nucleophosmin	1
10707	40S ribosomal protein S6	Fructose-bisphosphate aldolase	1
10708	40S ribosomal protein S6	Ubiquitin-60S ribosomal protein L40	1
10709	40S ribosomal protein S6	Thioredoxin-related protein, putative	1
10710	40S ribosomal protein S6	Parasite-infected erythrocyte surface protein	1
10711	40S ribosomal protein S6	GTP-binding nuclear protein Ran	1
10712	40S ribosomal protein S6	Coatomer alpha subunit, putative	1
10713	40S ribosomal protein S6	Peptidyl-prolyl cis-trans isomerase	1
10714	40S ribosomal protein S6	60S ribosomal protein L21	1
10715	40S ribosomal protein S6	Calcium-dependent protein kinase 4	1
10716	40S ribosomal protein S6	60S ribosomal protein L14, putative	1
10717	40S ribosomal protein S6	Plasmepsin-1	1
10718	40S ribosomal protein S6	Actin-1	1
10719	40S ribosomal protein S6	Non-SERCA-type Ca2+-transporting P-ATPase	1
10720	40S ribosomal protein S6	Glutamate dehydrogenase	1
10721	40S ribosomal protein S6	Ubiquitin-conjugating enzyme E2	1
10722	40S ribosomal protein S6	Multidrug resistance protein	1
10723	40S ribosomal protein S6	14-3-3 protein	1
10724	40S ribosomal protein S6	Rhoptry neck protein 3	1
10725	40S ribosomal protein S6	Eukaryotic initiation factor 4A	1
10726	40S ribosomal protein S6	ATP-dependent RNA helicase UAP56	1
10727	40S ribosomal protein S6	Elongation factor 2	1
10728	40S ribosomal protein S6	Polyadenylate-binding protein	1
10729	40S ribosomal protein S6	Elongation factor 1-gamma, putative	1
10730	40S ribosomal protein S6	Triosephosphate isomerase	1
10731	40S ribosomal protein S6	Translationally-controlled tumor protein homolog	1
10732	40S ribosomal protein S6	Tubulin alpha-1A chain	1
10733	40S ribosomal protein S6	Protein transport protein SEC31	1
10734	40S ribosomal protein S6	Myosin-9	1
10735	40S ribosomal protein S6	Tubulin alpha chain	1
10736	40S ribosomal protein S6	Proteasome subunit alpha type	1
10737	40S ribosomal protein S6	Plasmodium exported protein	1
10738	40S ribosomal protein S6	Tropomyosin alpha-1 chain	1
10739	40S ribosomal protein S6	Haloacid dehalogenase-like hydrolase	1
10740	40S ribosomal protein S6	Heat shock protein 110, putative	1
10741	40S ribosomal protein S6	Tubulin beta-6 chain	1
10742	40S ribosomal protein S6	Phosphoglycerate mutase 1	1
10743	40S ribosomal protein S6	Isoleucine--tRNA ligase, putative	1
10744	40S ribosomal protein S6	Splicing factor, proline- and glutamine-rich	1
10745	40S ribosomal protein S6	Tubulin beta-4A chain	1
10746	40S ribosomal protein S6	Conserved Plasmodium membrane protein	1
10747	40S ribosomal protein S6	40S ribosomal protein S9	1
10748	40S ribosomal protein S6	60S ribosomal protein L2	1
10749	40S ribosomal protein S6	HSP40, subfamily A, putative	1
10750	40S ribosomal protein S6	Chloroquine resistance transporter	1
10751	40S ribosomal protein S6	40S ribosomal protein S3a	1
10752	40S ribosomal protein S6	Probable ATP-dependent 6-phosphofructokinase	1
10753	40S ribosomal protein S6	60S ribosomal protein L23	1
10754	40S ribosomal protein S6	Ring-infected erythrocyte surface antigen	1
10755	40S ribosomal protein S6	Thioredoxin peroxidase 1	1
10756	40S ribosomal protein S6	Thioredoxin-like protein	1
10757	40S ribosomal protein S6	V-type H(+)-translocating pyrophosphatase, putative	1
10758	40S ribosomal protein S6	Signal recognition particle receptor, beta subunit	1
10759	40S ribosomal protein S6	Zyxin	1
10760	40S ribosomal protein S6	Glycophorin-binding protein	1
10761	40S ribosomal protein S6	Elongation factor 1-alpha	1
10762	40S ribosomal protein S6	Knob-associated histidine-rich protein	1
10763	40S ribosomal protein S6	Pyruvate kinase	1
10764	40S ribosomal protein S6	HAP protein	1
10765	40S ribosomal protein S6	Protein disulfide-isomerase	1
10766	40S ribosomal protein S6	Transgelin	1
10767	40S ribosomal protein S6	Glyceraldehyde-3-phosphate dehydrogenase	1
10768	40S ribosomal protein S6	Glutamate--tRNA ligase	1
10769	40S ribosomal protein S8	Anamorsin homolog	1
10770	40S ribosomal protein S8	DnaJ protein, putative	1
10771	40S ribosomal protein S8	Lysophospholipase, putative	1
10772	40S ribosomal protein S8	Serine repeat antigen 5	1
10773	40S ribosomal protein S8	60S ribosomal protein L10, putative	1
10774	40S ribosomal protein S8	Spliceosome RNA helicase DDX39B	1
10775	40S ribosomal protein S8	Merozoite surface protein 1	1
10776	40S ribosomal protein S8	T-complex protein 1 subunit eta	1
10777	40S ribosomal protein S8	P-type Ca2+-transporting ATPase	1
10778	40S ribosomal protein S8	Probable ATP-dependent RNA helicase DDX5	1
10779	40S ribosomal protein S8	S-adenosylmethionine synthase	1
10780	40S ribosomal protein S8	Heat shock cognate 71 kDa protein	1
10781	40S ribosomal protein S8	Plasmepsin-2	1
10782	40S ribosomal protein S8	Fructose-bisphosphate aldolase A	1
10783	40S ribosomal protein S8	40S ribosomal protein S3	1
10784	40S ribosomal protein S8	Enolase	1
10785	40S ribosomal protein S8	Aspartate carbamoyltransferase	1
10786	40S ribosomal protein S8	60S ribosomal protein L30e, putative	1
10787	40S ribosomal protein S8	Adenosylhomocysteinase	1
10788	40S ribosomal protein S8	Cytochrome c	1
10789	40S ribosomal protein S8	Acyl-CoA synthetase	1
10790	40S ribosomal protein S8	Importin-7, putative	1
10791	40S ribosomal protein S8	Serine hydroxymethyltransferase, mitochondrial	1
10792	40S ribosomal protein S8	40S ribosomal protein S21	1
10793	40S ribosomal protein S8	Dipeptidyl aminopeptidase 1	1
10794	40S ribosomal protein S8	Heat shock protein 90	1
10795	40S ribosomal protein S8	60S ribosomal protein L27	1
10796	40S ribosomal protein S8	Skeleton-binding protein 1	1
10797	40S ribosomal protein S8	Carbamoyl phosphate synthetase	1
10798	40S ribosomal protein S8	Insulinase, putative	1
10799	40S ribosomal protein S8	Phosphoribosylpyrophosphate synthetase	1
10800	40S ribosomal protein S8	Ornithine aminotransferase	1
10801	40S ribosomal protein S8	Sec62, putative	1
10802	40S ribosomal protein S8	Glutamine synthetase, putative	1
10803	40S ribosomal protein S8	Small nuclear ribonucleoprotein Sm D2	1
10804	40S ribosomal protein S8	Autophagy-related protein 18, putative	1
10805	40S ribosomal protein S8	Signal recognition particle 14 kDa protein	1
10806	40S ribosomal protein S8	Chaperone, putative	1
10807	40S ribosomal protein S8	Inner membrane complex sub-compartment protein 3	1
10808	40S ribosomal protein S8	Mature parasite-infected erythrocyte surface antigen	1
10809	40S ribosomal protein S8	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
10810	40S ribosomal protein S8	Endoplasmin homolog, putative	1
10811	40S ribosomal protein S8	60S ribosomal protein L3	1
10812	40S ribosomal protein S8	Vimentin	1
10813	40S ribosomal protein S8	Serine/arginine-rich splicing factor 4	1
10814	40S ribosomal protein S8	Nucleoside transporter 2	1
10815	40S ribosomal protein S8	Threonine--tRNA ligase	1
10816	40S ribosomal protein S8	Splicing factor 1	1
10817	40S ribosomal protein S8	High molecular weight rhoptry protein 2	1
10818	40S ribosomal protein S8	Casein kinase 2, alpha subunit	1
10819	40S ribosomal protein S8	V-type proton ATPase catalytic subunit A	1
10820	40S ribosomal protein S8	Plasmepsin IV	1
10821	40S ribosomal protein S8	60S ribosomal protein L17, putative	1
10822	40S ribosomal protein S8	Transgelin-2	1
10823	40S ribosomal protein S8	Calcium-transporting ATPase	1
10824	40S ribosomal protein S8	Spermidine synthase	1
10825	40S ribosomal protein S8	Eukaryotic translation initiation factor 3 subunit C	1
10826	40S ribosomal protein S8	Purine nucleotide phosphorylase, putative	1
10827	40S ribosomal protein S8	Cell division cycle protein 48 homologue,putative	1
10828	40S ribosomal protein S8	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	1
10829	40S ribosomal protein S8	Methionine--tRNA ligase	1
10830	40S ribosomal protein S8	Phosphoethanolamine N-methyltransferase	1
10831	40S ribosomal protein S8	60S ribosomal protein L24, putative	1
10832	40S ribosomal protein S8	L-lactate dehydrogenase	1
10833	40S ribosomal protein S8	Hexokinase	1
10834	40S ribosomal protein S8	cAMP-dependent protein kinase regulatory subunit	1
10835	40S ribosomal protein S8	40S ribosomal protein S5, putative	1
10836	40S ribosomal protein S8	Importin subunit alpha	1
10837	40S ribosomal protein S8	Nucleophosmin	1
10838	40S ribosomal protein S8	Fructose-bisphosphate aldolase	1
10839	40S ribosomal protein S8	Ubiquitin-60S ribosomal protein L40	1
10840	40S ribosomal protein S8	Thioredoxin-related protein, putative	1
10841	40S ribosomal protein S8	Parasite-infected erythrocyte surface protein	1
10842	40S ribosomal protein S8	GTP-binding nuclear protein Ran	1
10843	40S ribosomal protein S8	Coatomer alpha subunit, putative	1
10844	40S ribosomal protein S8	Peptidyl-prolyl cis-trans isomerase	1
10845	40S ribosomal protein S8	60S ribosomal protein L21	1
10846	40S ribosomal protein S8	Calcium-dependent protein kinase 4	1
10847	40S ribosomal protein S8	60S ribosomal protein L14, putative	1
10848	40S ribosomal protein S8	Plasmepsin-1	1
10849	40S ribosomal protein S8	Actin-1	1
10850	40S ribosomal protein S8	Non-SERCA-type Ca2+-transporting P-ATPase	1
10851	40S ribosomal protein S8	Glutamate dehydrogenase	1
10852	40S ribosomal protein S8	Ubiquitin-conjugating enzyme E2	1
10853	40S ribosomal protein S8	Multidrug resistance protein	1
10854	40S ribosomal protein S8	14-3-3 protein	1
10855	40S ribosomal protein S8	Rhoptry neck protein 3	1
10856	40S ribosomal protein S8	Eukaryotic initiation factor 4A	1
10857	40S ribosomal protein S8	ATP-dependent RNA helicase UAP56	1
10858	40S ribosomal protein S8	Elongation factor 2	1
10859	40S ribosomal protein S8	Polyadenylate-binding protein	1
10860	40S ribosomal protein S8	Elongation factor 1-gamma, putative	1
10861	40S ribosomal protein S8	Triosephosphate isomerase	1
10862	40S ribosomal protein S8	Translationally-controlled tumor protein homolog	1
10863	40S ribosomal protein S8	Tubulin alpha-1A chain	1
10864	40S ribosomal protein S8	Protein transport protein SEC31	1
10865	40S ribosomal protein S8	Myosin-9	1
10866	40S ribosomal protein S8	Tubulin alpha chain	1
10867	40S ribosomal protein S8	Proteasome subunit alpha type	1
10868	40S ribosomal protein S8	Plasmodium exported protein	1
10869	40S ribosomal protein S8	Tropomyosin alpha-1 chain	1
10870	40S ribosomal protein S8	Haloacid dehalogenase-like hydrolase	1
10871	40S ribosomal protein S8	Heat shock protein 110, putative	1
10872	40S ribosomal protein S8	Tubulin beta-6 chain	1
10873	40S ribosomal protein S8	Phosphoglycerate mutase 1	1
10874	40S ribosomal protein S8	Isoleucine--tRNA ligase, putative	1
10875	40S ribosomal protein S8	Splicing factor, proline- and glutamine-rich	1
10876	40S ribosomal protein S8	Tubulin beta-4A chain	1
10877	40S ribosomal protein S8	Conserved Plasmodium membrane protein	1
10878	40S ribosomal protein S8	40S ribosomal protein S9	1
10879	40S ribosomal protein S8	60S ribosomal protein L2	1
10880	40S ribosomal protein S8	HSP40, subfamily A, putative	1
10881	40S ribosomal protein S8	Chloroquine resistance transporter	1
10882	40S ribosomal protein S8	40S ribosomal protein S3a	1
10883	40S ribosomal protein S8	Probable ATP-dependent 6-phosphofructokinase	1
10884	40S ribosomal protein S8	60S ribosomal protein L23	1
10885	40S ribosomal protein S8	Ring-infected erythrocyte surface antigen	1
10886	40S ribosomal protein S8	Thioredoxin peroxidase 1	1
10887	40S ribosomal protein S8	Thioredoxin-like protein	1
10888	40S ribosomal protein S8	V-type H(+)-translocating pyrophosphatase, putative	1
10889	40S ribosomal protein S8	Signal recognition particle receptor, beta subunit	1
10890	40S ribosomal protein S8	Zyxin	1
10891	40S ribosomal protein S8	Glycophorin-binding protein	1
10892	40S ribosomal protein S8	Elongation factor 1-alpha	1
10893	40S ribosomal protein S8	Knob-associated histidine-rich protein	1
10894	40S ribosomal protein S8	Pyruvate kinase	1
10895	40S ribosomal protein S8	HAP protein	1
10896	40S ribosomal protein S8	Protein disulfide-isomerase	1
10897	40S ribosomal protein S8	Transgelin	1
10898	40S ribosomal protein S8	Glyceraldehyde-3-phosphate dehydrogenase	1
10899	40S ribosomal protein S8	Glutamate--tRNA ligase	1
10900	40S ribosomal protein S9	Anamorsin homolog	1
10901	40S ribosomal protein S9	DnaJ protein, putative	1
10902	40S ribosomal protein S9	Lysophospholipase, putative	1
10903	40S ribosomal protein S9	Serine repeat antigen 5	1
10904	40S ribosomal protein S9	60S ribosomal protein L10, putative	1
10905	40S ribosomal protein S9	Spliceosome RNA helicase DDX39B	1
10906	40S ribosomal protein S9	Merozoite surface protein 1	1
10907	40S ribosomal protein S9	T-complex protein 1 subunit eta	1
10908	40S ribosomal protein S9	P-type Ca2+-transporting ATPase	1
10909	40S ribosomal protein S9	Probable ATP-dependent RNA helicase DDX5	1
10910	40S ribosomal protein S9	S-adenosylmethionine synthase	1
10911	40S ribosomal protein S9	Heat shock cognate 71 kDa protein	1
10912	40S ribosomal protein S9	Plasmepsin-2	1
10913	40S ribosomal protein S9	Fructose-bisphosphate aldolase A	1
10914	40S ribosomal protein S9	40S ribosomal protein S3	1
10915	40S ribosomal protein S9	Enolase	1
10916	40S ribosomal protein S9	Aspartate carbamoyltransferase	1
10917	40S ribosomal protein S9	60S ribosomal protein L30e, putative	1
10918	40S ribosomal protein S9	Adenosylhomocysteinase	1
10919	40S ribosomal protein S9	Cytochrome c	1
10920	40S ribosomal protein S9	Acyl-CoA synthetase	1
10921	40S ribosomal protein S9	Importin-7, putative	1
10922	40S ribosomal protein S9	Serine hydroxymethyltransferase, mitochondrial	1
10923	40S ribosomal protein S9	40S ribosomal protein S21	1
10924	40S ribosomal protein S9	Dipeptidyl aminopeptidase 1	1
10925	40S ribosomal protein S9	Heat shock protein 90	1
10926	40S ribosomal protein S9	60S ribosomal protein L27	1
10927	40S ribosomal protein S9	Skeleton-binding protein 1	1
10928	40S ribosomal protein S9	Carbamoyl phosphate synthetase	1
10929	40S ribosomal protein S9	Insulinase, putative	1
10930	40S ribosomal protein S9	Phosphoribosylpyrophosphate synthetase	1
10931	40S ribosomal protein S9	Ornithine aminotransferase	1
10932	40S ribosomal protein S9	Sec62, putative	1
10933	40S ribosomal protein S9	Glutamine synthetase, putative	1
10934	40S ribosomal protein S9	Small nuclear ribonucleoprotein Sm D2	1
10935	40S ribosomal protein S9	Autophagy-related protein 18, putative	1
10936	40S ribosomal protein S9	Signal recognition particle 14 kDa protein	1
10937	40S ribosomal protein S9	Chaperone, putative	1
10938	40S ribosomal protein S9	Inner membrane complex sub-compartment protein 3	1
10939	40S ribosomal protein S9	Mature parasite-infected erythrocyte surface antigen	1
10940	40S ribosomal protein S9	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
10941	40S ribosomal protein S9	Endoplasmin homolog, putative	1
10942	40S ribosomal protein S9	60S ribosomal protein L3	1
10943	40S ribosomal protein S9	Vimentin	1
10944	40S ribosomal protein S9	Serine/arginine-rich splicing factor 4	1
10945	40S ribosomal protein S9	Nucleoside transporter 2	1
10946	40S ribosomal protein S9	Threonine--tRNA ligase	1
10947	40S ribosomal protein S9	Splicing factor 1	1
10948	40S ribosomal protein S9	High molecular weight rhoptry protein 2	1
10949	40S ribosomal protein S9	Casein kinase 2, alpha subunit	1
10950	40S ribosomal protein S9	V-type proton ATPase catalytic subunit A	1
10951	40S ribosomal protein S9	Plasmepsin IV	1
10952	40S ribosomal protein S9	60S ribosomal protein L17, putative	1
10953	40S ribosomal protein S9	Transgelin-2	1
10954	40S ribosomal protein S9	Calcium-transporting ATPase	1
10955	40S ribosomal protein S9	Spermidine synthase	1
10956	40S ribosomal protein S9	Eukaryotic translation initiation factor 3 subunit C	1
10957	40S ribosomal protein S9	Purine nucleotide phosphorylase, putative	1
10958	40S ribosomal protein S9	Cell division cycle protein 48 homologue,putative	1
10959	40S ribosomal protein S9	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	1
10960	40S ribosomal protein S9	Methionine--tRNA ligase	1
10961	40S ribosomal protein S9	Phosphoethanolamine N-methyltransferase	1
10962	40S ribosomal protein S9	60S ribosomal protein L24, putative	1
10963	40S ribosomal protein S9	L-lactate dehydrogenase	1
10964	40S ribosomal protein S9	Hexokinase	1
10965	40S ribosomal protein S9	cAMP-dependent protein kinase regulatory subunit	1
10966	40S ribosomal protein S9	40S ribosomal protein S5, putative	1
10967	40S ribosomal protein S9	Importin subunit alpha	1
10968	40S ribosomal protein S9	Nucleophosmin	1
10969	40S ribosomal protein S9	Fructose-bisphosphate aldolase	1
10970	40S ribosomal protein S9	Ubiquitin-60S ribosomal protein L40	1
10971	40S ribosomal protein S9	Thioredoxin-related protein, putative	1
10972	40S ribosomal protein S9	Parasite-infected erythrocyte surface protein	1
10973	40S ribosomal protein S9	GTP-binding nuclear protein Ran	1
10974	40S ribosomal protein S9	Coatomer alpha subunit, putative	1
10975	40S ribosomal protein S9	Peptidyl-prolyl cis-trans isomerase	1
10976	40S ribosomal protein S9	60S ribosomal protein L21	1
10977	40S ribosomal protein S9	Calcium-dependent protein kinase 4	1
10978	40S ribosomal protein S9	60S ribosomal protein L14, putative	1
10979	40S ribosomal protein S9	Plasmepsin-1	1
10980	40S ribosomal protein S9	Actin-1	1
10981	40S ribosomal protein S9	Non-SERCA-type Ca2+-transporting P-ATPase	1
10982	40S ribosomal protein S9	Glutamate dehydrogenase	1
10983	40S ribosomal protein S9	Ubiquitin-conjugating enzyme E2	1
10984	40S ribosomal protein S9	Multidrug resistance protein	1
10985	40S ribosomal protein S9	14-3-3 protein	1
10986	40S ribosomal protein S9	Rhoptry neck protein 3	1
10987	40S ribosomal protein S9	Eukaryotic initiation factor 4A	1
10988	40S ribosomal protein S9	ATP-dependent RNA helicase UAP56	1
10989	40S ribosomal protein S9	Elongation factor 2	1
10990	40S ribosomal protein S9	Polyadenylate-binding protein	1
10991	40S ribosomal protein S9	Elongation factor 1-gamma, putative	1
10992	40S ribosomal protein S9	Triosephosphate isomerase	1
10993	40S ribosomal protein S9	Translationally-controlled tumor protein homolog	1
10994	40S ribosomal protein S9	Tubulin alpha-1A chain	1
10995	40S ribosomal protein S9	Protein transport protein SEC31	1
10996	40S ribosomal protein S9	Myosin-9	1
10997	40S ribosomal protein S9	Tubulin alpha chain	1
10998	40S ribosomal protein S9	Proteasome subunit alpha type	1
10999	40S ribosomal protein S9	Plasmodium exported protein	1
11000	40S ribosomal protein S9	Tropomyosin alpha-1 chain	1
11001	40S ribosomal protein S9	Haloacid dehalogenase-like hydrolase	1
11002	40S ribosomal protein S9	Heat shock protein 110, putative	1
11003	40S ribosomal protein S9	Tubulin beta-6 chain	1
11004	40S ribosomal protein S9	Phosphoglycerate mutase 1	1
11005	40S ribosomal protein S9	Isoleucine--tRNA ligase, putative	1
11006	40S ribosomal protein S9	Splicing factor, proline- and glutamine-rich	1
11007	40S ribosomal protein S9	Tubulin beta-4A chain	1
11008	40S ribosomal protein S9	Conserved Plasmodium membrane protein	1
11009	40S ribosomal protein S9	60S ribosomal protein L2	1
11010	40S ribosomal protein S9	HSP40, subfamily A, putative	1
11011	40S ribosomal protein S9	Chloroquine resistance transporter	1
11012	40S ribosomal protein S9	40S ribosomal protein S3a	1
11013	40S ribosomal protein S9	Probable ATP-dependent 6-phosphofructokinase	1
11014	40S ribosomal protein S9	60S ribosomal protein L23	1
11015	40S ribosomal protein S9	Ring-infected erythrocyte surface antigen	1
11016	40S ribosomal protein S9	Thioredoxin peroxidase 1	1
11017	40S ribosomal protein S9	Thioredoxin-like protein	1
11018	40S ribosomal protein S9	V-type H(+)-translocating pyrophosphatase, putative	1
11019	40S ribosomal protein S9	Signal recognition particle receptor, beta subunit	1
11020	40S ribosomal protein S9	Zyxin	1
11021	40S ribosomal protein S9	Glycophorin-binding protein	1
11022	40S ribosomal protein S9	Elongation factor 1-alpha	1
11023	40S ribosomal protein S9	Knob-associated histidine-rich protein	1
11024	40S ribosomal protein S9	Pyruvate kinase	1
11025	40S ribosomal protein S9	HAP protein	1
11026	40S ribosomal protein S9	Protein disulfide-isomerase	1
11027	40S ribosomal protein S9	Transgelin	1
11028	40S ribosomal protein S9	Glyceraldehyde-3-phosphate dehydrogenase	1
11029	40S ribosomal protein S9	Glutamate--tRNA ligase	1
11030	Splicing factor 1	Anamorsin homolog	1
11031	Splicing factor 1	DnaJ protein, putative	1
11032	Splicing factor 1	Lysophospholipase, putative	1
11033	Splicing factor 1	Serine repeat antigen 5	1
11034	Splicing factor 1	60S ribosomal protein L10, putative	1
11035	Splicing factor 1	Spliceosome RNA helicase DDX39B	1
11036	Splicing factor 1	Merozoite surface protein 1	1
11037	Splicing factor 1	T-complex protein 1 subunit eta	1
11038	Splicing factor 1	P-type Ca2+-transporting ATPase	1
11039	Splicing factor 1	Probable ATP-dependent RNA helicase DDX5	1
11040	Splicing factor 1	S-adenosylmethionine synthase	1
11041	Splicing factor 1	Heat shock cognate 71 kDa protein	1
11042	Splicing factor 1	Plasmepsin-2	1
11043	Splicing factor 1	Fructose-bisphosphate aldolase A	1
11044	Splicing factor 1	40S ribosomal protein S3	1
11045	Splicing factor 1	Enolase	1
11046	Splicing factor 1	Aspartate carbamoyltransferase	1
11047	Splicing factor 1	60S ribosomal protein L30e, putative	1
11048	Splicing factor 1	Adenosylhomocysteinase	1
11049	Splicing factor 1	Cytochrome c	1
11050	Splicing factor 1	Acyl-CoA synthetase	1
11051	Splicing factor 1	Importin-7, putative	1
11052	Splicing factor 1	Serine hydroxymethyltransferase, mitochondrial	1
11053	Splicing factor 1	40S ribosomal protein S21	1
11054	Splicing factor 1	Dipeptidyl aminopeptidase 1	1
11055	Splicing factor 1	Heat shock protein 90	1
11056	Splicing factor 1	60S ribosomal protein L27	1
11057	Splicing factor 1	Skeleton-binding protein 1	1
11058	Splicing factor 1	Carbamoyl phosphate synthetase	1
11059	Splicing factor 1	Insulinase, putative	1
11060	Splicing factor 1	Phosphoribosylpyrophosphate synthetase	1
11061	Splicing factor 1	Ornithine aminotransferase	1
11062	Splicing factor 1	Sec62, putative	1
11063	Splicing factor 1	Glutamine synthetase, putative	1
11064	Splicing factor 1	Small nuclear ribonucleoprotein Sm D2	1
11065	Splicing factor 1	Autophagy-related protein 18, putative	1
11066	Splicing factor 1	Signal recognition particle 14 kDa protein	1
11067	Splicing factor 1	Chaperone, putative	1
11068	Splicing factor 1	Inner membrane complex sub-compartment protein 3	1
11069	Splicing factor 1	Mature parasite-infected erythrocyte surface antigen	1
11070	Splicing factor 1	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
11071	Splicing factor 1	Endoplasmin homolog, putative	1
11072	Splicing factor 1	60S ribosomal protein L3	1
11073	Splicing factor 1	Vimentin	1
11074	Splicing factor 1	Serine/arginine-rich splicing factor 4	1
11075	Splicing factor 1	Nucleoside transporter 2	1
11076	Splicing factor 1	Threonine--tRNA ligase	1
11077	Splicing factor 1	High molecular weight rhoptry protein 2	1
11078	Splicing factor 1	Casein kinase 2, alpha subunit	1
11079	Splicing factor 1	V-type proton ATPase catalytic subunit A	1
11080	Splicing factor 1	Plasmepsin IV	1
11081	Splicing factor 1	60S ribosomal protein L17, putative	1
11082	Splicing factor 1	Transgelin-2	1
11083	Splicing factor 1	Calcium-transporting ATPase	1
11084	Splicing factor 1	Spermidine synthase	1
11085	Splicing factor 1	Eukaryotic translation initiation factor 3 subunit C	1
11086	Splicing factor 1	Purine nucleotide phosphorylase, putative	1
11087	Splicing factor 1	Cell division cycle protein 48 homologue,putative	1
11088	Splicing factor 1	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	1
11089	Splicing factor 1	Methionine--tRNA ligase	1
11090	Splicing factor 1	Phosphoethanolamine N-methyltransferase	1
11091	Splicing factor 1	60S ribosomal protein L24, putative	1
11092	Splicing factor 1	L-lactate dehydrogenase	1
11093	Splicing factor 1	Hexokinase	1
11094	Splicing factor 1	cAMP-dependent protein kinase regulatory subunit	1
11095	Splicing factor 1	40S ribosomal protein S5, putative	1
11096	Splicing factor 1	Importin subunit alpha	1
11097	Splicing factor 1	Nucleophosmin	1
11098	Splicing factor 1	Fructose-bisphosphate aldolase	1
11099	Splicing factor 1	Ubiquitin-60S ribosomal protein L40	1
11100	Splicing factor 1	Thioredoxin-related protein, putative	1
11101	Splicing factor 1	Parasite-infected erythrocyte surface protein	1
